t,PvAvailP
103478,89
103479,89
103480,89
103481,88
103482,85
103483,85
103484,89
103485,86
103486,84
103487,85
103488,84
103489,83
103490,84
103491,84
103492,85
103493,84
103494,90
103495,85
103496,84
103497,84
103498,85
103499,89
103500,84
103501,89
103502,87
103503,90
103504,90
103505,88
103506,85
103507,83
103508,89
103509,83
103510,90
103511,83
103512,82
103513,84
103514,87
103515,85
103516,87
103517,83
103518,83
103519,85
103520,82
103521,86
103522,86
103523,85
103524,86
103525,83
103526,89
103527,86
103528,84
103529,82
103530,87
103531,86
103532,88
103533,85
103534,89
103535,85
103536,87
103537,82
103538,83
103539,89
103540,83
103541,87
103542,89
103543,82
103544,85
103545,87
103546,87
103547,88
103548,87
103549,88
103550,87
103551,85
103552,83
103553,89
103554,89
103555,84
103556,89
103557,84
103558,88
103559,84
103560,89
103561,89
103562,83
103563,84
103564,83
103565,89
103566,86
103567,83
103568,87
103569,83
103570,83
103571,86
103572,84
103573,87
103574,83
103575,84
103576,83
103577,87
103578,86
103579,87
103580,82
103581,85
103582,82
103583,83
103584,85
103585,87
103586,83
103587,86
103588,85
103589,84
103590,83
103591,88
103592,86
103593,82
103594,87
103595,82
103596,88
103597,86
103598,82
103599,83
103600,87
103601,83
103602,83
103603,82
103604,87
103605,82
103606,87
103607,87
103608,88
103609,82
103610,87
103611,86
103612,82
103613,82
103614,86
103615,86
103616,85
103617,86
103618,82
103619,86
103620,88
103621,85
103622,89
103623,82
103624,82
103625,82
103626,85
103627,84
103628,83
103629,88
103630,82
103631,85
103632,89
103633,83
103634,88
103635,89
103636,82
103637,83
103638,87
103639,81
103640,85
103641,85
103642,88
103643,88
103644,82
103645,86
103646,82
103647,82
103648,86
103649,89
103650,88
103651,83
103652,88
103653,88
103654,86
103655,83
103656,83
103657,84
103658,82
103659,87
103660,86
103661,85
103662,84
103663,87
103664,88
103665,81
103666,85
103667,84
103668,84
103669,85
103670,86
103671,85
103672,88
103673,84
103674,86
103675,85
103676,87
103677,87
103678,89
103679,83
103680,84
103681,84
103682,84
103683,84
103684,83
103685,83
103686,86
103687,84
103688,87
103689,83
103690,87
103691,85
103692,82
103693,86
103694,83
103695,84
103696,84
103697,86
103698,85
103699,85
103700,89
103701,85
103702,88
103703,89
103704,84
103705,85
103706,81
103707,82
103708,84
103709,85
103710,82
103711,87
103712,87
103713,85
103714,84
103715,87
103716,85
103717,88
103718,84
103719,82
103720,88
103721,85
103722,85
103723,88
103724,84
103725,86
103726,83
103727,86
103728,88
103729,88
103730,81
103731,87
103732,82
103733,88
103734,84
103735,88
103736,87
103737,86
103738,88
103739,85
103740,87
103741,84
103742,85
103743,83
103744,88
103745,84
103746,84
103747,81
103748,88
103749,87
103750,85
103751,82
103752,82
103753,81
103754,87
103755,83
103756,88
103757,88
103758,83
103759,81
103760,88
103761,88
103762,83
103763,81
103764,85
103765,82
103766,88
103767,81
103768,86
103769,83
103770,84
103771,82
103772,81
103773,81
103774,85
103775,88
103776,87
103777,81
103778,87
103779,84
103780,88
103781,82
103782,86
103783,83
103784,88
103785,87
103786,88
103787,82
103788,84
103789,84
103790,88
103791,82
103792,88
103793,85
103794,85
103795,84
103796,86
103797,85
103798,84
103799,82
103800,87
103801,82
103802,83
103803,84
103804,87
103805,85
103806,82
103807,88
103808,87
103809,81
103810,86
103811,81
103812,88
103813,81
103814,86
103815,87
103816,82
103817,83
103818,88
103819,85
103820,85
103821,82
103822,83
103823,88
103824,85
103825,87
103826,84
103827,84
103828,82
103829,82
103830,82
103831,84
103832,84
103833,83
103834,87
103835,87
103836,82
103837,85
103838,83
103839,86
103840,84
103841,85
103842,84
103843,83
103844,86
103845,81
103846,88
103847,88
103848,86
103849,84
103850,81
103851,88
103852,84
103853,82
103854,87
103855,82
103856,87
103857,83
103858,84
103859,87
103860,88
103861,83
103862,85
103863,86
103864,83
103865,82
103866,83
103867,84
103868,81
103869,84
103870,81
103871,86
103872,88
103873,88
103874,87
103875,82
103876,86
103877,85
103878,85
103879,86
103880,81
103881,87
103882,82
103883,85
103884,83
103885,82
103886,83
103887,85
103888,81
103889,84
103890,82
103891,88
103892,86
103893,85
103894,88
103895,81
103896,84
103897,86
103898,82
103899,83
103900,81
103901,85
103902,88
103903,88
103904,87
103905,82
103906,83
103907,83
103908,86
103909,86
103910,85
103911,83
103912,87
103913,87
103914,82
103915,81
103916,80
103917,82
103918,85
103919,85
103920,84
103921,82
103922,86
103923,81
103924,86
103925,85
103926,85
103927,81
103928,85
103929,85
103930,86
103931,85
103932,83
103933,82
103934,83
103935,85
103936,85
103937,86
103938,88
103939,87
103940,80
103941,85
103942,86
103943,81
103944,84
103945,85
103946,81
103947,85
103948,83
103949,81
103950,85
103951,83
103952,86
103953,84
103954,81
103955,83
103956,84
103957,86
103958,87
103959,86
103960,81
103961,83
103962,86
103963,87
103964,82
103965,82
103966,84
103967,87
103968,83
103969,85
103970,80
103971,86
103972,85
103973,86
103974,81
103975,81
103976,84
103977,86
103978,86
103979,87
103980,84
103981,85
103982,82
103983,80
103984,86
103985,81
103986,82
103987,83
103988,84
103989,84
103990,86
103991,87
103992,81
103993,82
103994,85
103995,82
103996,84
103997,86
103998,86
103999,82
104000,87
104001,80
104002,86
104003,81
104004,83
104005,87
104006,83
104007,86
104008,85
104009,81
104010,84
104011,82
104012,85
104013,82
104014,85
104015,82
104016,85
104017,87
104018,87
104019,84
104020,82
104021,81
104022,82
104023,83
104024,81
104025,82
104026,87
104027,80
104028,85
104029,83
104030,85
104031,87
104032,87
104033,82
104034,82
104035,82
104036,80
104037,86
104038,87
104039,83
104040,81
104041,85
104042,85
104043,80
104044,81
104045,80
104046,83
104047,80
104048,80
104049,81
104050,83
104051,80
104052,86
104053,83
104054,85
104055,85
104056,83
104057,85
104058,81
104059,84
104060,83
104061,81
104062,80
104063,84
104064,82
104065,82
104066,81
104067,87
104068,86
104069,87
104070,83
104071,83
104072,80
104073,84
104074,82
104075,81
104076,81
104077,85
104078,84
104079,85
104080,80
104081,86
104082,81
104083,86
104084,82
104085,80
104086,87
104087,81
104088,81
104089,85
104090,85
104091,81
104092,85
104093,83
104094,80
104095,83
104096,87
104097,80
104098,80
104099,84
104100,82
104101,83
104102,82
104103,82
104104,82
104105,85
104106,84
104107,83
104108,85
104109,83
104110,80
104111,80
104112,81
104113,87
104114,85
104115,80
104116,79
104117,82
104118,82
104119,86
104120,86
104121,80
104122,82
104123,86
104124,82
104125,85
104126,83
104127,84
104128,85
104129,80
104130,84
104131,85
104132,82
104133,81
104134,83
104135,84
104136,84
104137,84
104138,84
104139,87
104140,85
104141,80
104142,82
104143,83
104144,83
104145,83
104146,81
104147,87
104148,87
104149,83
104150,82
104151,83
104152,83
104153,81
104154,80
104155,86
104156,87
104157,86
104158,82
104159,83
104160,87
104161,84
104162,82
104163,80
104164,87
104165,81
104166,83
104167,81
104168,83
104169,80
104170,85
104171,82
104172,80
104173,81
104174,81
104175,81
104176,80
104177,81
104178,82
104179,81
104180,86
104181,82
104182,85
104183,83
104184,85
104185,86
104186,83
104187,84
104188,79
104189,79
104190,85
104191,81
104192,86
104193,81
104194,81
104195,82
104196,82
104197,81
104198,79
104199,81
104200,86
104201,87
104202,82
104203,81
104204,79
104205,81
104206,83
104207,87
104208,82
104209,86
104210,81
104211,80
104212,85
104213,83
104214,81
104215,79
104216,86
104217,80
104218,81
104219,83
104220,81
104221,83
104222,85
104223,84
104224,83
104225,81
104226,84
104227,86
104228,82
104229,84
104230,80
104231,82
104232,84
104233,86
104234,79
104235,82
104236,79
104237,79
104238,79
104239,79
104240,81
104241,81
104242,80
104243,80
104244,80
104245,84
104246,85
104247,85
104248,80
104249,84
104250,86
104251,86
104252,83
104253,86
104254,86
104255,82
104256,86
104257,80
104258,81
104259,86
104260,83
104261,85
104262,85
104263,84
104264,84
104265,81
104266,81
104267,79
104268,83
104269,86
104270,82
104271,85
104272,82
104273,82
104274,82
104275,82
104276,85
104277,83
104278,81
104279,83
104280,83
104281,80
104282,82
104283,79
104284,86
104285,79
104286,81
104287,79
104288,80
104289,85
104290,81
104291,86
104292,86
104293,79
104294,81
104295,81
104296,82
104297,83
104298,81
104299,85
104300,80
104301,81
104302,79
104303,81
104304,80
104305,86
104306,85
104307,82
104308,84
104309,86
104310,79
104311,83
104312,85
104313,79
104314,79
104315,81
104316,83
104317,84
104318,82
104319,85
104320,81
104321,79
104322,86
104323,83
104324,84
104325,80
104326,82
104327,85
104328,82
104329,80
104330,79
104331,85
104332,82
104333,79
104334,81
104335,85
104336,79
104337,86
104338,81
104339,85
104340,81
104341,80
104342,79
104343,81
104344,83
104345,85
104346,79
104347,80
104348,81
104349,84
104350,80
104351,81
104352,81
104353,82
104354,80
104355,83
104356,81
104357,81
104358,81
104359,81
104360,84
104361,85
104362,85
104363,81
104364,85
104365,86
104366,79
104367,86
104368,82
104369,82
104370,80
104371,85
104372,80
104373,85
104374,79
104375,83
104376,81
104377,79
104378,84
104379,82
104380,85
104381,78
104382,86
104383,81
104384,84
104385,80
104386,83
104387,81
104388,82
104389,84
104390,79
104391,85
104392,85
104393,85
104394,81
104395,84
104396,85
104397,81
104398,83
104399,85
104400,79
104401,83
104402,85
104403,80
104404,83
104405,81
104406,84
104407,83
104408,83
104409,81
104410,81
104411,78
104412,82
104413,80
104414,82
104415,83
104416,80
104417,79
104418,79
104419,80
104420,84
104421,83
104422,83
104423,81
104424,85
104425,82
104426,83
104427,85
104428,82
104429,85
104430,85
104431,85
104432,82
104433,83
104434,86
104435,79
104436,83
104437,83
104438,79
104439,85
104440,80
104441,82
104442,78
104443,85
104444,81
104445,83
104446,81
104447,83
104448,83
104449,85
104450,79
104451,83
104452,79
104453,84
104454,80
104455,81
104456,80
104457,84
104458,79
104459,78
104460,79
104461,85
104462,85
104463,82
104464,82
104465,81
104466,79
104467,81
104468,79
104469,80
104470,82
104471,83
104472,80
104473,80
104474,85
104475,82
104476,85
104477,79
104478,84
104479,83
104480,78
104481,85
104482,84
104483,80
104484,83
104485,80
104486,81
104487,81
104488,81
104489,78
104490,81
104491,82
104492,81
104493,81
104494,80
104495,82
104496,81
104497,81
104498,78
104499,82
104500,80
104501,78
104502,83
104503,82
104504,85
104505,81
104506,80
104507,84
104508,81
104509,80
104510,82
104511,83
104512,79
104513,79
104514,85
104515,79
104516,78
104517,78
104518,80
104519,84
104520,78
104521,85
104522,83
104523,78
104524,81
104525,80
104526,79
104527,81
104528,85
104529,84
104530,81
104531,79
104532,80
104533,85
104534,81
104535,81
104536,83
104537,83
104538,82
104539,84
104540,84
104541,82
104542,78
104543,80
104544,84
104545,82
104546,78
104547,83
104548,85
104549,79
104550,78
104551,80
104552,83
104553,84
104554,79
104555,79
104556,84
104557,83
104558,81
104559,77
104560,82
104561,83
104562,85
104563,81
104564,81
104565,80
104566,84
104567,83
104568,84
104569,79
104570,79
104571,78
104572,85
104573,81
104574,83
104575,83
104576,84
104577,81
104578,83
104579,83
104580,79
104581,82
104582,80
104583,79
104584,79
104585,82
104586,78
104587,80
104588,78
104589,80
104590,83
104591,82
104592,83
104593,80
104594,81
104595,84
104596,82
104597,80
104598,79
104599,84
104600,82
104601,83
104602,79
104603,84
104604,79
104605,79
104606,84
104607,78
104608,78
104609,81
104610,79
104611,77
104612,80
104613,81
104614,83
104615,80
104616,82
104617,81
104618,82
104619,81
104620,77
104621,82
104622,82
104623,79
104624,84
104625,83
104626,80
104627,82
104628,77
104629,78
104630,81
104631,81
104632,83
104633,80
104634,79
104635,84
104636,80
104637,81
104638,81
104639,80
104640,79
104641,80
104642,78
104643,82
104644,81
104645,81
104646,82
104647,81
104648,83
104649,79
104650,84
104651,83
104652,79
104653,84
104654,84
104655,79
104656,84
104657,81
104658,81
104659,78
104660,85
104661,79
104662,79
104663,84
104664,81
104665,79
104666,78
104667,81
104668,82
104669,80
104670,80
104671,80
104672,82
104673,82
104674,78
104675,83
104676,77
104677,77
104678,77
104679,83
104680,78
104681,78
104682,78
104683,83
104684,79
104685,81
104686,81
104687,81
104688,84
104689,84
104690,81
104691,78
104692,83
104693,81
104694,81
104695,81
104696,77
104697,83
104698,78
104699,84
104700,84
104701,79
104702,82
104703,77
104704,80
104705,78
104706,84
104707,84
104708,84
104709,82
104710,79
104711,78
104712,84
104713,79
104714,80
104715,80
104716,79
104717,83
104718,78
104719,82
104720,80
104721,82
104722,84
104723,83
104724,81
104725,84
104726,80
104727,82
104728,82
104729,81
104730,80
104731,83
104732,83
104733,78
104734,77
104735,77
104736,83
104737,80
104738,81
104739,79
104740,80
104741,78
104742,80
104743,79
104744,78
104745,77
104746,83
104747,82
104748,81
104749,81
104750,81
104751,80
104752,79
104753,84
104754,79
104755,84
104756,81
104757,81
104758,77
104759,77
104760,80
104761,80
104762,78
104763,81
104764,83
104765,81
